slug,title,image,price,sku,description/0,brand,box,connecting_wire,kit_included,warranty_period,inverter,home_features,horse_power,room_size,power_consumption,model,warranty_type,product_warranty,color_family,short_description_en,name_en,description_en,imported,product_warranty_en,quantity,delivery_option_economy,special_price,special_from_date,special_to_date,seller_promotion,package_weight,package_length,package_width,package_height,tax_class,hazmat,express_delivery
ac-general-firtina-075-ton-new-window-air-conditioner-with-remote-control-white,AC General Firtina 0.75 Ton New Window Air Conditioner with Remote Control - White,https://static-01.daraz.pk/p/b437c7a71587041fb9875143913b3e75.jpg_340x340q80.jpg_.webp,"Rs. 39,800",116186110_PK-1268294954,"Description
Specifications of Window Air Conditioner With Remote Control - 0.75 Ton - White
Old But Not Obsolete Window Air Conditioner

One of the cheapest solutions for home cooling is to find afunctionoverquality. Besides, an ideal windowair conditioner available online in Pakistan should function between 9,000 to 14,000 BTUs on the upside. Its costs less, yet it benefits in the long term and the installation process is adequately simple. Multiple factors such as design, the right size, and brand carry additional aspects that is directly depended in the space provided for cooling.

Best Air Conditioner Online in Pakistan

Have you considered the idea to buy 1 ton air conditioner in Pakistan if your need is to cool a single room? Whereas, if the solution requires for a bigger space cooling then turn towards split air conditioners online as these accumulate more space but gives more cooling. Take measurements before you begin your purchase, for example, that about 8,000 BTUs are enough to freeze 350 square feet of space throughout the day. Window air conditioner consists of a compressor, evaporator, and condenser.

Why Choose Window AC over Split AC?

Basically it is the old version of the modern split air conditioner you are accustomed to see around the electronic sphere. What sets the two models apart is the design and installation (function). Window air conditioner is fixed when its cooling fins are facing indoors, but the heating unit is kept on the opposing side. Firstly, the inner compartments contains fans at the front with evaporators behind and its filter in the middle that’s operated via the central control panel. Secondly, the condenser along with the compressor is mashed in a box that is kept outward for noise reduction and of course to minimize the space.

Almost equally powerful – as explained above – a 1 ton air conditioner in Pakistan is available according to the home and office requirement of any consumer.",General,1 x 0.75 Ton Window Air Conditioner - White 1 x Manual 1 x Remote Control,Yes,Yes,N/A,No,Energy Saving Starting 3 to 4 Amps Normal 2 to 3 Amps,9000,30-90 sq meters,750,9000 BTU W-0.75 Ton,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
dawlance-1-ton-infinity-plus-15-split-ac,Dawlance 1 ton - Infinity Plus 15 - Split AC,https://static-01.daraz.pk/p/88bd4b75cad2840613686a9b67cdffe1.jpg_340x340q80.jpg_.webp,"Rs. 45,650",109928908_PK-1260568182,N/A,Dawlance,"Inner, outer, 2 connection tubes, remote, warranty card, drain pipe, wall plate, fitting materials",No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
kenwood-esmart-dc-inverter-ac-15-ton-kes-1820s-5d-flow-tropical-wifi-enabled-75-saving-white,Kenwood - eSmart DC Inverter AC 1.5 ton - KES-1820S - 5D Flow Tropical  - Wifi enabled - 75% Saving - White,https://static-01.daraz.pk/p/71c10a66e467c275db531c62c3f42500.jpg_340x340q80.jpg_.webp,"Rs. 101,500",133065248_PK-1293377064,"Bringing innovation to Pakistan's Electronics Industry

Kenwood fall under the umbrella of RNI Electrical Appliances (Pvt). Ltd. R&I Electrical Appliances has come a long way since its inception some 13 years ago. With a humble beginning, it grew from a small company with three people into a growing entity that employs hundreds of people.

The combined product range of our brands includes all kitchen, home and power appliances and aim at helping you uplift your comfort and standard of living.

Specifications:
75% Energy Saving
Capacity:1.5 Ton
AC Functionality:Heating & Cooling
AC Design:Wall Mount
Inverter Type:DC
Cooling Capacity:18000 BTU
Heating Capacity:18000 BTU
Gas:R410A
Color:Silver & White
Hidden LED Display
Stabilizer not required
DC inverter compressor
Golden Fins Condenser
Long Air throw
150 Volt Compressor start
7 Star Machine
Higher Efficency Ratio (EER 4.0)
Tropical T3 Compressor
Bigger Indoor
Bigger Outdoor
5 Dimension Inverter",Kenwood,"inner, outer, wires, connection tubes, warranty card, fitting materials",Yes,Yes,N/A,Yes,N/A,N/A,250> sq meters,1,KES-1820S eSmart,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Karachi
haier-15-ton-full-dc-invertor-hsu-18hn,Haier 1.5 Ton Full DC Invertor HSU-18HN,https://static-01.daraz.pk/p/a8645df48dc788c12edbce70b12a78aa.jpg_340x340q80.jpg_.webp,"Rs. 74,999",107250259_PK-1255644531,N/A,Haier,1 x - Inverter AC - 1.5 Ton - White,N/A,N/A,N/A,",Fast Cooling",N/A,N/A,180 SqFt,0,HSU-18HN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
dawlance-aura-inverter-30-tropical-inverter-15-ton-30-extra-saving-model-white,Dawlance Aura Inverter 30 - Tropical Inverter - 1.5 ton - 30% Extra Saving Model - White,https://static-01.daraz.pk/p/39984b98bc039d3e671542601094d605.jpg_340x340q80.jpg_.webp,"Rs. 69,500",2383550_PK-1251040880,"Aura Inverter Series

This summer season, Dawlance with all its reliability brings the best for you. Our new Aura Inverter Series with large indoor and Typhoon Air Technology is your solution to this year’s summers.

Key Features

Inverter Compressor

(Upto PKR 30,000 Annual Savings.

100% Copper

Connecting Pipes

Self Cleaning

Function

150 To 260 V

Voltage Range

Anti-F

Feature

Typhoon Air Technology

1100mm Bigger Indoor

Large Air Throw",Dawlance,1 X Inverter AC1 X Warranty Card 1 X Manual1 X Remote Set,Yes,Yes,N/A,Series,N/A,N/A,N/A,N/A,Tropical Inverter Series,N/A,"EN
12 Year Compressor Warranty01 Year Parts Warranty",N/A,N/A,N/A,N/A,N/A,12 Year Compressor Warranty01 Year Parts Warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
daikin-wall-mounted-split-ac-r410-white,Daikin Wall Mounted Split AC - R410 - White,https://static-01.daraz.pk/p/d335e1f44429a001a4faf426eba401a5.jpg_340x340q80.jpg_.webp,"Rs. 179,000",DA800HL1FNGBONAFAMZ-1912048,"Convenience At It’s Best
A smart air conditioner is the one that has advance functions along with providing it’s users convenience of use as well. This Apex Split Air Conditioner is really easy to use and has all amazing features you desire in an AC. The very smart sleeping mode of this Apex AC is what you want to get a peaceful sleep",Daikin,1 x Wall Mounted Split AC - R410 - 1.5 Ton - White 1 x Warranty Card 1 x Remote Control,No,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,"EN
3 year comprasser 1 year parts",N/A,N/A,N/A,N/A,N/A,3 year comprasser 1 year parts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
midea-20-ton-wall-mounted-split-air-conditioner,Midea 2.0 Ton Wall Mounted split Air Conditioner,https://static-01.daraz.pk/p/a763272e043c677b9a6e2d529dd3c44d.jpg_340x340q80.jpg_.webp,"Rs. 68,288",102272960_PK-1248027454,"Uniquely appealing design

LVD Low voltage directive

Wide Voltage Range

Made in china",Midea,One indoor box & one outdoor box with installation kit and warranty card and user manual,No,No,N/A,No,N/A,N/A,N/A,N/A,MSAB-24HR-QB6W(AF),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
pel-latest-air-conditioner-pel-18k-invert-o-life-15-ton,PEL Latest Air conditioner PEL 18K invert O Life 1.5 ton,https://static-01.daraz.pk/p/1732eede6966d252b4c0b452a671fa93.jpg_340x340q80.jpg_.webp,"Rs. 69,000",PE715HL0DTXG4NAFAMZ-4196060,"Energy Efficient

With high Energy Efficient Ratio of 3.1, PEL Air Conditioners are built to work on maximum efficiency on lower amperes to give you an excellent energy saving

High-Quality Compressor

Built on international standards, Pel-Air Conditioners are equipped with high-quality compressor using the best technology, cooling in

Full Cooling Watts

Full capacity units with full wattage compressor give you an outstanding cooling experience.

Fins Cure

Golden Fin Protection:
Gold plated fins. Anti-Rust. Extended life.
Blue Fin Protection:
Auto cleaning. Premium Cooling. Air-purification.

Reverse Crystalline Technology

Reverse Crystalline Technology and attractive patterns introduced for the first time in Pakistan add a new level of sophisticated beauty to your home.",PEL,1 x Inverter Air Conditioner 1 x Warranty Card 1 x User Manual 1 x Remote,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"EN
10 year brand warranty",N/A,N/A,N/A,N/A,N/A,10 year brand warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
pel-inverter-split-ac-15-ton-ace-series-pinv-18k-white,PEL Inverter Split AC 1.5 Ton ACE Series PINV 18K - White,https://static-01.daraz.pk/p/42cd552c4560eeb5e57d8814a42662cc.jpg_340x340q80.jpg_.webp,"Rs. 67,999",105168550_PK-1252082331,"Product details of PEL Inverter Split AC 1.5 Ton ACE Series PINV 18K - White
Product details of PEL Ace Inverter Split Air Conditioner 1.5 Ton - PINVO-18K - White
SEER 3.60
Biggest Indoor Unit ( 1100mm )
Bigger Outdoor Unit
Wifi COnnectivity(Chip not included)
R410a Environment Friendly Refrigerant
Elegant White Glossy Finish Panel",Warranty,"Air Conditioner,warranty card,manual",Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"EN
10 year Brand Warranty",N/A,N/A,N/A,N/A,N/A,10 year Brand Warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
orient-15-ton-ultron-sand-air-conditioner-plus-18-g-gold,Orient 1.5 Ton Ultron Sand Air Conditioner Plus 18-G Gold,https://static-01.daraz.pk/p/1fc63d2472c6c0138299dd1d7acede15.jpg_340x340q80.jpg_.webp,"Rs. 83,783",131900024_PK-1291981156,"Factory installed Wi-Fi Kit
Built-in Energy Meter
Electricity Consumption Management
Online Control
Schedule Management
Biggest Indoor (Available in Market)
Full Money Back in 1 Year
Bigger Outdoor
50 Feet long Air Throw
Low Voltage Operation (Startup at 140V)
Heat and Cool
R-410A Eco Friendly
Made In Japan Digital High efficiency Chip
Anti Corrosion Gold Fin For Evaporator and Condenser (0.6 Microns)
Double Layer Condenser
Up to 60% Electricity Saving",Oreint,1xAC 1xManual 1xWarranty Card 1xRemote,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Plus 18 Sand,N/A,"EN
3 Years",N/A,N/A,N/A,N/A,N/A,3 Years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
dawlance-floor-standing-ac-fs-45-cool-only-energy-efficent-24000btu-white,Dawlance Floor Standing AC FS-45 - Cool Only Energy Efficent - 24000BTU - White,https://static-01.daraz.pk/p/d730d7e1000c7e537a659866a86df725.jpg_340x340q80.jpg_.webp,"Rs. 120,999",135368149_PK-1295636507,"Dawlance Floor Standing

With its elegant design and premium white color, Dawlance Floor Standing AC is ideal for commercial and residential consumers. Its LVS function provides voltage stability while the anti-rust and corrosion gold fins ensure durability. This machine is suitable for all seasons as it keeps you ""COOL in SUMMERS & WARM in WINTERS""

Key Features

Anti Rust Gold Fin

Auto Protection Function

Double Swing Function

Heat & Cool Function

LVS Function 160V-260V

WEIGHT & CAPACITY
CAPACITY	APPROX ROOM SIZE
2 TON	200sqft to 250sqft",Dawlance,"Floor Standing,Warranty Card,Manual",Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Energy Efficent Air Conditioner,N/A,"EN
12 Year Compressor Warranty & 01 Year Parts Warranty",N/A,N/A,N/A,N/A,N/A,12 Year Compressor Warranty & 01 Year Parts Warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
kenwood-kdc-2420fh-e-inverter-premier-2-ton-floor-standing-ac,Kenwood KDC-2420FH - e - Inverter Premier 2 Ton Floor Standing AC,https://static-01.daraz.pk/p/51efeda1dc523883a72b86dd59dc4163.jpg_340x340q80.jpg_.webp,"Rs. 160,000",132123289_PK-1292324211,"DESCRIPTION:

Daraz.pk brings you the best price for Kenwood eImperial 2.0 Ton Heat & Cool Floor Standing AC (KDC2420FH)  official warranty and express shipping all over Pakistan.

• It comes with heat and cool function which adapts to the unfolding seasons and maintains the desired room temperature in every area and performs efficiently in even at 50 degrees and also provides unifrom heating even at -7 degrees. 

• Kenwood 4 ton floor standing series KEI-2430F model is also equipped with 4d airflow to ensure a harmonized temperature throughout the room, air blades and air louvers swing not only vertically but also horizontally, which helps to improve air distribution and flow and makes you feel comfortable during hot summers and cold winters. 

• Equipped with golden fins condenser and 100% copper piping which prevents leakage and all motors have copper winding.  ",Kenwood,"1 x Floor Standing Air Conditioner, 1x Warranty Card, 1x Manuals",Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,KDC-2420FH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
dawlance-split-aura-inverter-18-k-white,Dawlance - Split - Aura Inverter 18 K - White,https://static-01.daraz.pk/p/3da011288123d61345d44ab34e1cb294.jpg_340x340q80.jpg_.webp,"Rs. 71,000",121700842_PK-1277596413,Dawlance - Split - Aura Inverter 18 K - White,Dawlance,1X SPLIT 1X WARRANTY CARD 1X USER MANUAL,Yes,Yes,N/A,18 K,N/A,N/A,N/A,N/A,Aura Inverter 18 K,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
gree-15-ton-dc-inverter-ac-heat-and-cool-r-410a-air-conditioner-18cith12g-grey,Gree 1.5 Ton Dc Inverter AC Heat & Cool R-410A Air Conditioner - 18cith12G - Grey,https://static-01.daraz.pk/p/776ca136450026e270527d364d475c35.jpg_340x340q80.jpg_.webp,"Rs. 92,999",105616318_PK-1253002672,"Gree Electric Appliances Inc. of Zhuhai was founded in 1991. It is an international air conditioning enterprise which has integrated R&D, manufacturing, marketing, and service. It takes “Master of Core Technology” as the business concept and “To build a centenary enterprise” as the development target. It is leading the industry with its excellent product quality, advanced technologies, and unique sales model. So far, it has developed three brands, namely GREE, TOSOT, and KINGHOME, with a wide product range which includes residential air conditioners, central air conditioners, air source water heaters, TOSOT home appliances, Kinghome refrigerators, etc

Summer Would be Cooler than Ever!

This Inverter Split Air Conditioner will make this summer cooler than ever with its instant cooling and amazing efficiency. The amazing is at your service to keep the terrible heat out while providing terrific cooling in.

Loaded with Finesse & Style

A visually appealing addition to the room never goes unnoticed, the ultimate inverter AC offers a wide range of superb features with a great look that will add on to your rooms.

Electricity Bill is No Worry!

The Inverter Split Air Conditioner starts on a low voltage and does not take the budget out of your range. This Inverter AC has every feature that makes life easier for you. While you provide the best way to prevent heat to your home this summer, it will take care of your pocket.",Gree,"1 x Indoor,1 x Outdoor,1 x Remote Controller,1 x Warranty Card",No,Yes,N/A,Yes,N/A,N/A,N/A,N/A,18cith12g,N/A,"EN
1 year parts warranty",N/A,N/A,N/A,N/A,N/A,1 year parts warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
gree-gs-12cith12g-inverter-air-conditioner-ac-10-ton-grey,Gree GS-12CITH12G - Inverter Air Conditioner AC - 1.0 ton - Grey,https://static-01.daraz.pk/p/c9ecb538fdefce127d02d0453657b519.jpg_340x340q80.jpg_.webp,"Rs. 67,999",GR678HL0PZCWGNAFAMZ-3785849,"Gree Electric Appliances Inc. of Zhuhai was founded in 1991. It is an international air conditioning enterprise which has integrated R&D, manufacturing, marketing, and service. It takes “Master of Core Technology” as the business concept and “To build a centenary enterprise” as the development target. It is leading the industry with its excellent product quality, advanced technologies, and unique sales model. So far, it has developed three brands, namely GREE, TOSOT, and KINGHOME, with a wide product range which includes residential air conditioners, central air conditioners, air source water heaters, TOSOT home appliances, Kinghome refrigerators, etc.

Summer Would be Cooler than Ever!

This Inverter Split Air Conditioner will make this summer cooler than ever with its instant cooling and amazing efficiency. The amazing is at your service to keep the terrible heat out while providing terrific cooling in.

Loaded with Finesse & Style

A visually appealing addition to the room never goes unnoticed, the ultimate inverter AC offers a wide range of superb features with a great look that will add on to your rooms.

Electricity Bill is No Worry!

The Inverter Split Air Conditioner starts on a low voltage and does not take the budget out of your range. This Inverter AC has every feature that makes life easier for you. While you provide the best way to prevent heat to your home this summer, it will take care of your pocket.

Specifications
Technical
Capacity: 1.0 ton
BTU Capacity: 12000 BTU
Compressor W: 3517
Low Voltage Start-up: 150V
Eco Friendly Refrigerant: R410a
Energy Efficient Class A+: 60% Electricity Saving
Cooling
BTU/H Capacity (H/S/L*): 12970/12000/4172
Output Capacity (W) (H/S/L*): 3800/3500/1220
Power Input (W) (H/S/L*): 1560/1060/295
Energy Efficiency Ratio (EER): 3.6
Heating
BTU/H Capacity (H/S/L*): 14660/13650/4480
Output Capacity (W) (H/S/L*): 4740/4000/1310
Power Input (W) (H/S/L*): 1420/1100/330
Energy Efficiency Ratio (EER): 3.6
Other Features
Series: Cozy
Elegant 2 Tone Black/Gray Textured Finish
1st European Compliant Heat and Cool AC
Latest Powerful G-10 Inverter
Ultra Low Frequency Torque Control
State of the Art High Speed DSP Chip
Precise Temperature Control
Faster Cooling And Heating
Wide Frequency Precise Control
Power Factor Correction Technology
Ultra Low Noise Control
Computer Stimulation Control
High Reliability
Ultra High Frequency Control
Ceiling Cooling and Floor Heating System
Integrated Design
Dual Installation (Both sides option)
Auto Restart
Fire Proof Electric Box
Self-Diagnosis
SMPS
High Temperature Resistance PCB
Turbo Cooling
3 Sleep Curves
Double Layer Condenser
EMI (Easy Monthly Installment)

Find it difficult to make the payment in full? Daraz.pk offers you with the service of Easy Monthly Instalments. You can shop whatever you like and pay in installments with our payment partners for any purchases equal or over PKR 10,000. The EMI facility does not have any markup, processing fee or hidden charges. With the EMI Installment Calculator, you can easily figure out the monthly payment as per the tenure.

Q. How to order on EMI via Credit Cards?

A. You need to place an order through Daraz.pk website or Daraz.pk App and on the checkout page in the payment selection tab simply choose the following and enter your card details.

EMI 3 Months
EMI 6 Months
EMI 12 Months",Warranty,"Indoor Unit, Outdoor Unit, Remote, Batteries, Wall Mount for Inner, Set of Screws, Manual(s), Warranty Card",N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,"EN
3 Years Compressor & 1 Year Parts Brand Warranty",N/A,N/A,N/A,N/A,N/A,3 Years Compressor & 1 Year Parts Brand Warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
