slug,title,image,thumbnails,cutting_price,price,sku,capacity,description/0,brand,box,connecting_wire,kit_included,warranty_period,inverter,home_features,horse_power,room_size,power_consumption,model,warranty_type,product_warranty,color_family,short_description_en,name_en,description_en,imported,product_warranty_en,quantity,delivery_option_economy,special_price,special_from_date,special_to_date,seller_promotion,package_weight,package_length,package_width,package_height,tax_class,hazmat,express_delivery
kenwood-kef-4230f-e-fortune-floor-standing-35-ton,Kenwood KEF-4230F - E Fortune Floor Standing - 3.5 Ton,https://static-01.daraz.pk/p/779fb26a05424beaa0c5dde091c395c3.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/p/779fb26a05424beaa0c5dde091c395c3.jpg_80x80q80.jpg_.webp,,"Rs. 152,000",131905892_PK-1292025785,N/A,"Floor Standing Ac:

KenwoodFloor StandingInverter Premier.. it's miles the most effectivefloor standing air conditionerthis is as much as 40% electricity efficient with an unconventional layout that accentuates your indoors.

Kenwood eFortune till your room with pure and fresh cool air and its wide variety angled wings flow air to every part of the room equally. It is available in 3.5 tons cooling capacity.",Kenwood,"1 x Floor Standing Air Conditioner, 1x Warranty Card, 1x Manuals",Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,KEF-4230F,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
gree-gs-18cith-g10-inverter-split-air-conditioner-heat-and-cool-15-ton,Gree GS-18CITH G10 Inverter Split Air Conditioner Heat & Cool 1.5 Ton,https://static-01.daraz.pk/p/433c79e3de881c233e579643b1363639.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/p/433c79e3de881c233e579643b1363639.jpg_80x80q80.jpg_.webp,"Rs. 89,900","Rs. 82,899",134131163_PK-1294502389,1.5 Ton / 18000 BTU,"Specifications:

GENERAL SPECS




Cooling Power in Tons

	

1.5 Ton




Inverter

	

Yes




GENERAL




Airflow

	

4-Way Air




Cold Media

	

-




Cooling effect

	

Heat and Cool Function




Dehumidification

	

-




Energy efficiency class

	

60% Electricity saving




Heating

	

Yes




Maximum local Volume (Recommendation)




Noise level

	

Ultra Low Noise Control




Power consumption

	

-




Temperature

	

-




Timer

	

-




Number of hours

	

-




Voltage

	

150V




Water tank

	

-




Cooling Capacity (BTU)

	

18000 BTU




Cooling Power in Tons

	

1.5 Ton




Type

	

Wall Mounted




Air Purification

	

-




Inverter

	

Yes




Color

	

-




FEATURES




Display

	

LED display




Functions

	

Heat & Cool




MISCELLANEOUS




Remote control

	

Yes

Warranty:

1 YearParts
3 YearsCompressor",Gree,"1 x indoor, 1 x outdoor, 1 x warranty card, 1 x remote",Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,GS-18CITH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Karachi
kenwood-ket-1226s-1-ton-einverter-tech-dc-inverter-air-conditioner-white,Kenwood KET-1226S - 1 Ton - eInverter Tech DC Inverter Air Conditioner - White,https://static-01.daraz.pk/p/38dcff541933dae1cbc326f132991152.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/p/38dcff541933dae1cbc326f132991152.jpg_80x80q80.jpg_.webp,"Rs. 72,500","Rs. 67,600",133073992_PK-1293385355,1 Ton / 12000 BTU,"Bringing innovation to Pakistan's Electronics Industry

Kenwood fall under the umbrella of RNI Electrical Appliances (Pvt). Ltd. R&I Electrical Appliances has come a long way since its inception some 13 years ago. With a humble beginning, it grew from a small company with three people into a growing entity that employs hundreds of people.

The combined product range of our brands includes all kitchen, home and power appliances and aim at helping you uplift your comfort and standard of living.

Summer Would be Cooler than Ever!

This Inverter Split Air Conditioner will make this summer cooler than ever with it’s instant cooling and amazing efficiency. The amazing is at your service to keep the terrible heat out while providing terrific cooling in.

Electricity Bill is No Worry!

The Inverter Split Air Conditioner starts on a low voltage and does not take the budget out of your range. This Inverter AC has every feature that makes life easier for you. While you provide the best way to prevent heat to your home this summer, it will take care of your pocket.

Specifications

General Parameters

Capacity: 1Ton
AC Functionality: Heating & Cooling
AC Design: Wall Mount
Inverter Type: DC
Cooling Capacity: 12000 BTU
Heating Capacity: 12000 BTU
Gas: R410A
Color: Silver
Hidden LED Display
Stabilizer not required
DC inverter compressor
Blue Fins Condenser
Long Air throw
150 Volt Compressor start
5 Year Compressor Warranty
Long Distance Air Throw
I -Feel Function
Installation Kit 100% Pure Copper",Kenwood,"Inner, outer, warranty card, connecting wires and tube",Yes,No,N/A,Yes,N/A,N/A,250> sq meters,1,KET-1226S,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
orient-orient-ultron-classic-ecomfort-orient-dc-inverter-ac-15-ton-white,Orient Orient Ultron Classic eComfort - Orient - DC Inverter AC - 1.5 Ton - White,https://static-01.daraz.pk/p/dab4f1c49a9f11e73c5eed677f96db4a.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/p/dab4f1c49a9f11e73c5eed677f96db4a.jpg_80x80q80.jpg_.webp,,"Rs. 90,000",OR771HL0E12J4NAFAMZ-1761794,N/A,"Orient Electronics Pvt. Ltd, established in 2005, is one of the fastest growing consumer electronic companies in Pakistan. With a wide range of home appliances, including Air Conditioners, Refrigerators, LED TVs, Water Dispensers, Microwave Ovens etc., the company is proud to introduce modern technologies in the industry at a very affordable price. A dedicated workforce, professionals and the inspiring management leadership of Orient Electronics have powered the company to pursue its vision and mission which lead to innovation.

Summer Would be Cooler than Ever!

This Inverter Split Air Conditioner will make this summer cooler than ever with it’s instant cooling and amazing efficiency. The amazing is at your service to keep the terrible heat out while providing terrific cooling in.

Electricity Bill is No Worry!

The Inverter Split Air Conditioner starts on a low voltage and does not take the budget out of your range. This Inverter AC has every feature that makes life easier for you. While you provide the best way to prevent heat to your home this summer, it will take care of your pocket.

Specifications

General Parameters
Ton:1.5
Fixed or inverter: DC Inverter
Heat Cool Technology
BTU: 18000
Main Parts
Compressor
Refrigerant: R410a
Free Installation Services:

Free Installation is Only available on those items where Installation offer is displayed.
Free Installation is available in Karachi, Lahore & Islamabad Only

After the product has been delivered, you are welcome to contact one of our authorized service engineers to facilitate the installation. You can find details of the installation partners and their coverage areas in the link shared below. Installation TAT is typically 2-7 days depending on the location and the partner.

When booking an installation with one of our partners, you must always provide your order number. If any free installation offer is available, we will need the order number for identification.

Click on the link to avail free installation offer: https://www.daraz.pk/installation-services/",Warranty,"Inner Part, Outer Part, Remote Control, User Manual, Warranty Card",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"EN
3 Years Compressor & 1 Year Parts Brand Warranty",N/A,N/A,N/A,N/A,N/A,3 Years Compressor & 1 Year Parts Brand Warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
orient-inverter-split-air-conditioner-ultron-plus-series-20-ton-os-24-k8-in-hc,Orient Inverter Split Air Conditioner Ultron Plus Series 2.0 Ton (OS-24 K8 IN-HC),https://static-01.daraz.pk/p/8810ad7d2389eb521dddf9d208ade4de.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/p/8810ad7d2389eb521dddf9d208ade4de.jpg_80x80q80.jpg_.webp,,"Rs. 108,396",131983008_PK-1292202129,N/A,"Description:

Orient DC Inverter Heat and Cool, Ultron Series is the premium range of air conditioners. Its bigger size, greater performance and higher energy saving make it the best air conditioner.

 

 

 

Biggest Indoor Unit

High performance Orient DC Inverter Heat and Cool is the biggest indoor unit available in the market. 

 

 

 

 

 

 

For All Weather

Orient DC Inverter AC is a companion for life. It gives powerful cooling in summer and its heater function keeps you warm in the chilling winter season. No matter what happens Orient DC Inverter is always there to serve you.

 

 

 

 

 

 

Energy Efficient

With an effective combination of DC Invertor and variable speed compressor Orient DC Inverter Heat and Cool has a high Energy Efficient Ratio (EER) that ensures up to 60% energy saving.

 

 

 

 

 

Full Capacity

Orient DC Inverter Heat and Cool is efficient in every sense of the word. It has complete BTUs that gives you complete cooling instantly. That’s why Orient DC Inverter Heat and Cool is the most reliable inverter AC.

 

 

 ",Orient,1xAir conditioner 1xWarranty Card 1xManual 1xRemote,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,OS-24 K8 IN-HC,N/A,"EN
3 Years",N/A,N/A,N/A,N/A,N/A,3 Years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
haier-hsu-18sn-dc-inverter-air-conditioner-15-ton-white,Haier Hsu-18Sn - Dc Inverter Air Conditioner - 1.5 Ton - White,https://static-01.daraz.pk/p/f54558b5d0eb6f3604c7e3851430923a.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/p/f54558b5d0eb6f3604c7e3851430923a.jpg_80x80q80.jpg_.webp,"Rs. 88,000","Rs. 78,000",121662917_PK-1277546952,N/A,Haier Hsu-18Sn - Dc Inverter Air Conditioner - 1.5 Ton - White,Haier,"Inner Part, Outer Part, Remote Control, Warranty Card, User Manual",Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Hsu-18Sn,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
elegance-inverter-30-air-conditioner-15-ton-white,Elegance Inverter 30 Air Conditioner - 1.5 Ton - White,https://static-01.daraz.pk/p/f31847a7d8340fc11215f12a2cc4f3d3.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/p/f31847a7d8340fc11215f12a2cc4f3d3.jpg_80x80q80.jpg_.webp,,"Rs. 89,999",DA705HL1MBXNUNAFAMZ-3176008,N/A,"Since 1980, Dawlance Premium Home Appliances Company has been turning houses into homes with thoughtfully innovative household appliances. The legacy of Dawlance – that now stretches over more than 3 decades - started off with the production of Refrigerators. Today, Dawlance – with reliability as its core value - provides cutting edge Washing Machines, Chest Freezers, Vertical Freezers, Split AC & Microwave Ovens. Over the last 35 years, Dawlance has not only developed the largest dealer network but has also established the largest after-sales service across Pakistan.

Summer Would be Cooler than Ever!

This Inverter Split Air Conditioner will make this summer cooler than ever with it’s instant cooling and amazing efficiency. The amazing is at your service to keep the terrible heat out while providing terrific cooling in.

Electricity Bill is No Worry!

The Inverter Split Air Conditioner starts on a low voltage and does not take the budget out of your range. This Inverter AC has every feature that makes life easier for you. While you provide the best way to prevent heat to your home this summer, it will take care of your pocket.

Specifications:
Capacity: 1.5 Ton
AC Functionality: HEating & Cooling
AC Design: Wall Mount
Inverter Type: DC
Cooling Capacity: 18000 BTU
Heating Capacity : 18000 BTU
Gas: R 410a",Dawlance,"Air Conditioner, Outer, Remote, Batteries, Wall Mount, Manual(s), Warranty Card",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"EN
3 Years Compressor & 1 Year Parts Warranty",N/A,N/A,N/A,N/A,N/A,3 Years Compressor & 1 Year Parts Warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
kenwood-inverter-air-conditioner-keo-1231s-einverter-optima-plus-tropical-inverter-series-10-ton-white,Kenwood Inverter Air Conditioner KEO-1231S - eInverter Optima Plus Tropical Inverter Series - 1.0 Ton - White,https://static-01.daraz.pk/p/ec980822e6da7a66cc7151a187f38f53.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/p/ec980822e6da7a66cc7151a187f38f53.jpg_80x80q80.jpg_.webp,"Rs. 72,500","Rs. 55,999",104374415_PK-1250784744,N/A,eOptima has been designed for those who live every moment to the fullest. With eOptima one doesn’t have to worry about Air Conditioner cleaning as it has been taken care of by its unique auto cleaning feature. The 4D air flow allows to maintain uniform temperature in the room.,Kenwood,"Inverter Ac,Warranty Card,Manual",Yes,Yes,N/A,Optima Series,N/A,N/A,N/A,N/A,eInverter Optima Series,N/A,"EN
05 Year Compressor Warranty & 01 Year Parts Warranty",N/A,N/A,N/A,N/A,N/A,05 Year Compressor Warranty & 01 Year Parts Warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ac-gree-12lith12w-1-ton-dc-inverter-split-ac-50-to-70-energy-saving,AC Gree 12LITH12W 1 Ton DC Inverter Split AC 50% to 70% Energy Saving,https://static-01.daraz.pk/p/4de4a3478ded9674b6f84461b8d3d356.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/p/4de4a3478ded9674b6f84461b8d3d356.jpg_80x80q80.jpg_.webp,"Rs. 85,900","Rs. 78,374",122084280_PK-1278118627,1 Ton / 12000 BTU,"Description
Elegant White Finish
1st European Compliant Heat And Cool Ac
Latest Powerful G-10 Inverter
Energy Efficient Class A+ (Up To 60% Electricity Saving)
Low Voltage Startup – 150v
Ultra Low Frequency Torque Control
State Of The Art High Speed DSP Chip
4 Way Air Flow
Precise Temperature Control
Faster Cooling and Heating
Eco Friendly Refrigerant R410a
Wide Frequency Precise Control
Power Factor Correction 99%
Ultra Low Noise Control
Computer Simulation Control
Auto Voltage Adaptation (150-260 V)
Ceiling Cooling and Floor Heating System
Integrated Design
Dual Installation (Both Sides Option)
Auto Restart
Fire Proof Electric Box
Self-Diagnosis
Switch Mode Power Supply (SMPS)
High Temperature Resistance (Printed Circuit Board)
Turbo Cooling
3 Sleep Curves
Double Layer Condenser",Gree,"1 x (Inner Part, Outer Part, Remote Control, User Manual, Warranty Card)",Yes,Yes,N/A,Yes,50% to 70% Energy Saving,12000,90-150 sq meters,850,12LITH12W,N/A,"EN
As Per Company Policy",N/A,N/A,N/A,N/A,N/A,As Per Company Policy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ac-1-ton-dc-inverter-split-ac-csdc-12bah-cool-only-chang-hung-ruba-energy-saving-60,AC 1 TON DC Inverter Split AC CSDC-12BAH Cool Only Chang Hung Ruba Energy Saving 60%,https://static-01.daraz.pk/p/913a9c19b6ccb5294b43fbdff80a4716.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/p/913a9c19b6ccb5294b43fbdff80a4716.jpg_80x80q80.jpg_.webp,"Rs. 69,500","Rs. 67,500",113480209_PK-1265096338,1 Ton / 12000 BTU,"Product Description
DC Inverter
1 Ton (Cool Only)
White Color
High Energy Saving
Energy Saving Up To 60%
100% Copper Connecting Pipe
Warranty (3 years compressor+
1 Years parts)",Mini Portable Air Conditioner,1 x Inner Unit 1 x Outer Unit 1 x Manual 1 x Guaranty Card 10 Feet Outer Pipe,No,Yes,N/A,",Dehumidifier,Fast Cooling,Silent Mode",60 % Electricity saver,12000,90-150 sq meters,850,CSDC-12BAH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
orient-15-ton-ultron-bold-ultra-white-dc-inverter-smart-edition,Orient 1.5 Ton Ultron Bold Ultra White DC Inverter - Smart Edition,https://static-01.daraz.pk/p/5b2a162452e94d6f3fe3068458ef3c29.jpg_340x340q80.jpg_.webp,"https://static-01.daraz.pk/p/5b2a162452e94d6f3fe3068458ef3c29.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/0799c35f96370070e6749fb215bb2fb8.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/4994c2c7825a3d7a13e66f4aec3003f8.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/2fb51f2d8a2ee85a37e9d604d9cf3504.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/4c58120a70a77482d0f151e700d381a9.jpg_80x80q80.jpg_.webp",,"Rs. 80,500",101873921_PK-1247517268,1.5 Ton / 18000 BTU,"Description:

With its sleek and stylish design, the Ultron Bold Ultra White is the perfect embodiment of the modern cooling machine. Not only does it add an oomph factor to whichever room it’s installed in, but its rust-free blue and gold fin give it a touch of uniqueness. It doesn’t lack on the performance front, either. The ‘Smart Edition’ as it’s called – gives you access to its consumption data so you can schedule how often you want to turn the AC on or off. Its low voltage operation and Electricity Consumption Management system gives you energy savings of up to 60%. All in all, it’s the cooling machine you can trust on the most sweltering summer days.",Orient,1 x Remote Control 1 x Installation Pipe Kit 1 x Connect Wire 1 x Warranty Card 1 x User Manual,Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,1.5 Ton Ultron Bold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
electrolux-15-ton-split-air-conditioner-thunder,Electrolux 1.5 ton Split Air conditioner Thunder,https://laz-img-cdn.alicdn.com/tfs/TB13MLwbOLaK1RjSZFxXXamPFXa-300-200.png,"https://laz-img-cdn.alicdn.com/tfs/TB1oP2bbQvoK1RjSZFNXXcxMVXa-300-200.png,https://static-01.daraz.pk/p/mdc/67293d2bb4b7d7d62cba9400ec2ba637.jpg_80x80q80.jpg_.webp",,"Rs. 58,000",108856219_PK-1258530663,N/A,"Electrolux specializes in manufacturing and assembling of Refrigerator, Air Conditioner and LCD/LED in collaboration with global electronics giant Electrolux in Pakistan. Electrolux is top European brand established over 80 years ago and leading the industry with continuous technological advancements, design innovations and acquisitions have made Electrolux Group today a global leader in Home Appliances and Appliances for professional use.",Electrolux,1 x Air Conditioner,No,No,N/A,N/A,N/A,N/A,N/A,N/A,SEA-1970-OB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
pel-10-ton-inverter-air-conditioner-12k-super-silver,Pel 1.0 Ton Inverter Air Conditioner 12K Super Silver,https://static-01.daraz.pk/p/eaea8385313e50d79d1ce1794ff3bd5c.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/p/eaea8385313e50d79d1ce1794ff3bd5c.jpg_80x80q80.jpg_.webp,,"Rs. 69,000",130875909_PK-1290786155,N/A,Pel 1.0 Ton Inverter Air Conditioner 12K Super Silver,PEL,"1 Ton Split, Warranty Card, User Manual",Yes,Yes,N/A,Air Conditioner 12K Super Silver,N/A,N/A,N/A,N/A,Pel 1.0 Ton Inverter Air Conditioner 12K Super Silver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
gree-gs-18lith13m-inverter-lomo-series-15-ton-wifi-split-up-to-60-energy-saving,Gree GS-18LITH13M Inverter Lomo Series 1.5 Ton (Wifi) Split Up to 60% Energy Saving,https://static-01.daraz.pk/p/da7fb52f98f38c60356fbe73f32512bc.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/p/da7fb52f98f38c60356fbe73f32512bc.jpg_80x80q80.jpg_.webp,"Rs. 97,000","Rs. 92,500",110138061_PK-1260850921,N/A,"Specifications
Title GS-18LITH13M/12W
Capacity 18000 BTU
Compressor W 5300
BTU/H Cooliing Capacity (H/S/L): 19100/17750/5118
Cooling Output Capacity (W) (H/S/L): 5600/5200/1500
Cooling Power Input (W) (H/S/L): 2100/1520/390
EER 3.7
BTU/H Heating Capacity (H/S/L): 22550/19600/4260
Heating Cooling Output Capacity (W) (H/S/L): 6600/5750/1450
Heating Power Input (W) (H/S/L): 2200/1580/390",Gree,"Inner Unit, Outer Unit, Remote, Batteries, Wall Mounts for Inner, Set of Screws, Installation Pipes, Manual(s), Warranty Card",No,No,N/A,N/A,N/A,N/A,N/A,N/A,GS-18LITH13M,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
kenwood-inverter-air-conditioner-kee-2435s-eco-plus-inverter-series-75-saving-20-ton-black,Kenwood Inverter Air Conditioner - KEE-2435S - ECO Plus Inverter Series - 75% Saving - 2.0 Ton - Black,https://static-01.daraz.pk/p/3789ba1cc8aeea021b1a70a19a993789.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/p/3789ba1cc8aeea021b1a70a19a993789.jpg_80x80q80.jpg_.webp,"Rs. 133,900","Rs. 107,499",110154100_PK-1260892393,N/A,"Kenwood Inverter Air Conditioner - KEE-2435S - ECO Plus Inverter Series - 75% Saving - 2.0 Ton - Black

Presenting the New eInverter Eco in a metallic gray finish that is designed to enhance the décor of your room. This model is the perfect combination of advanced technology complimented by its modern design .With up to 75% energy efficiency, heating and cooling function, this model is the ideal choice for your space without compromising on quality

• Heat and Cool Function
• DC Inverter Compressor
• Up to 75% Energy Efficiency
• Five years Compressor Warranty
• Long Distance Air Throw
• Turbo Operation
• Super-Fast cooling and heating
• Blue Fins Condenser
• Refrigerant Gas R410A
• Stabilizer not required
• Installation Kit 100% Pure Copper",Warranty,"Inner,Outer,Warranty Card,Manual,Remote Set",Yes,Yes,N/A,Series,N/A,N/A,N/A,N/A,Eco Plus Inverter Series,N/A,"EN
05 Year Brand Warranty",N/A,N/A,N/A,N/A,N/A,05 Year Brand Warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
