TITLE,URL,IMAGE,PRICE,SKU,DESCRIPTION,BRAND,BOX,WIRE,KIT,WARRANTY,INVERTER,FEATURES,TYPE,HOME FEATURES,HORSE POWER,ROOM SIZE,POWER CONSUMPTION,MODEL
Gree Floor Standing GF-24FW - Low Voltage Startup Series Air Conditioner - White,www.daraz.pk/products/gree-floor-standing-gf-24fw-low-voltage-startup-series-air-conditioner-white-i2864393-s1246158497.html?search=1,https://static-01.daraz.pk/p/9c956492ca137801737f00df8fe9ec5a.jpg_340x340q80.jpg_.webp,"Rs. 126,000",2864393_PK-1246158497,"Gree Floor Standing GF-24FW - Low Voltage Startup Series Air Conditioner - White

BTU Capacity	

24000 BTU


Compressor W	

7034",Gree,1 x Floor Standing AC 1 x Warranty Card1 x Manual 1 x Remote,No,No,03 Year Compressor Warranty 01 Year Parts Warranty,No,N/A,N/A,N/A,N/A,N/A,N/A,Low Voltage Startup Series Floor Standing
AC Gree 12FITH1C 1 Ton DC Inverter Split AC 50% to 70% Energy Saving,www.daraz.pk/products/ac-gree-12fith1c-1-ton-dc-inverter-split-ac-50-to-70-energy-saving-i122056481-s1278142392.html?search=1,https://static-01.daraz.pk/p/1c0768edfb264e600d2991a350d9e1d1.jpg_340x340q80.jpg_.webp,"Rs. 82,990",122056481_PK-1278142392,"Description
Elegant White Finish
1st European Compliant Heat And Cool Ac
Latest Powerful G-10 Inverter
Energy Efficient Class A+ (Up To 60% Electricity Saving)
Low Voltage Startup – 150v
Ultra Low Frequency Torque Control
State Of The Art High Speed DSP Chip
4 Way Air Flow
Precise Temperature Control
Faster Cooling and Heating
Eco Friendly Refrigerant R410a
Wide Frequency Precise Control
Power Factor Correction 99%
Ultra Low Noise Control
Computer Simulation Control
Auto Voltage Adaptation (150-260 V)
Ceiling Cooling and Floor Heating System
Integrated Design
Dual Installation (Both Sides Option)
Auto Restart
Fire Proof Electric Box
Self-Diagnosis
Switch Mode Power Supply (SMPS)
High Temperature Resistance (Printed Circuit Board)
Turbo Cooling
3 Sleep Curves
Double Layer Condenser",Gree,"1 x (Inner Part, Outer Part, Remote Control, User Manual, Warranty Card, Fitting Pipe and wiring)",Yes,Yes,As Per Company Policy,Yes,"Inverter,Timer,Dehumidifier,Air Direction Control,Auto Cleaning,Fast Cooling,Silent Mode,Sensor Control",Split system 4,50% to 70% Energy Saving,12000,90-150 sq meters,850,12FITH1C
Gree 18CITH - 1.5 Ton Heat & Cool DC Inverter AC,www.daraz.pk/products/new-gree-dc-inverter-ac-15ton-18cit-i109638840-s1260078093.html?search=1,https://static-01.daraz.pk/p/2a941edcf77dbc67e4ca9ed9e5682a3a.jpg_340x340q80.jpg_.webp,"Rs. 94,300",109638840_PK-1260078093,"General	Brand	Gree
	Warranty	3 + 1 (3 Years Compressor + 1 Year Parts)
	Return	No
	Exchange	No
	Vendor	Mustafa Electronics
		",Gree,AC,N/A,N/A,N/A,",Timer,Fast Cooling,Silent Mode,Sensor Control","Inverter,Timer,Fast Cooling,Silent Mode,Sensor Control",Single Split System,N/A,N/A,N/A,N/A,18CIT
Gree G10 Inverter 1.5 Ton (18000 BTU) GS-18CITH12W/O Split Air Conditioner 75% Energy Saving,www.daraz.pk/products/gree-g10-inverter-15-ton-18000-btu-gs-18cith12wo-split-air-conditioner-75-energy-saving-i115650281-s1267586336.html?search=1,https://static-01.daraz.pk/p/f4644a3367e1fd146204a18c92b64d70.jpg_340x340q80.jpg_.webp,"Rs. 88,350",115650281_PK-1267586336,"Description
Specifications
BTU Capacity 1.5 Ton(18000BTU)
Compressor W 5300
Low Voltage Startup 150V
Eco Friendly Refrigerant R410A
Energy Efficient Class A+ 60% Electricity saving
Auto Voltage Adaptation 150V-260V
BTU/H Capacity (Cooling) 19100
Output Capacity (Cooling) 5600
Power Input (W) (Cooling) 2100
BTU/H Capacity (Heating) 22550
Output Capacity (Heating) 6600
Power Input (W) (Heating) 2200",Gree,"Inner Unit, Outer Unit, Remote, Batteries, Wall Mounts for Inner, Set of Screws, Installation Pipes, Manual(s), Warranty Card",Yes,Yes,N/A,Yes,"Inverter,Timer,Dehumidifier,Air Direction Control,Auto Cleaning,Fast Cooling,Silent Mode,Sensor Control",Split system 4,Best for Home and Office 60% to 75% Energy Saving,18000,>380 Sqft,1550,GS-18LITH12W/O
Gree 0.75 Ton New Window Air Conditioner with Remote Control - White,www.daraz.pk/products/gree-075-ton-new-window-air-conditioner-with-remote-control-white-i114724179-s1266484794.html?search=1,https://static-01.daraz.pk/p/9ba4ff47a498aa3ed938af68abce26b4.jpg_340x340q80.jpg_.webp,"Rs. 38,500",114724179_PK-1266484794,"Product details of Gree0.75 Ton Window Air Conditioner with Remote Control - White

Specifications of Window Air Conditioner With Remote Control - 0.75 Ton - White
Old But Not Obsolete Window Air Conditioner

One of the cheapest solutions for home cooling is to find afunctionoverquality. Besides, an ideal windowair conditioner available online in Pakistan should function between 9,000 to 14,000 BTUs on the upside. Its costs less, yet it benefits in the long term and the installation process is adequately simple. Multiple factors such as design, the right size, and brand carry additional aspects that is directly depended in the space provided for cooling.

Best Air Conditioner Online in Pakistan

Have you considered the idea to buy 1 ton air conditioner in Pakistan if your need is to cool a single room? Whereas, if the solution requires for a bigger space cooling then turn towards split air conditioners online as these accumulate more space but gives more cooling. Take measurements before you begin your purchase, for example, that about 8,000 BTUs are enough to freeze 350 square feet of space throughout the day. Window air conditioner consists of a compressor, evaporator, and condenser.

Why Choose Window AC over Split AC?

Basically it is the old version of the modern split air conditioner you are accustomed to see around the electronic sphere. What sets the two models apart is the design and installation (function). Window air conditioner is fixed when its cooling fins are facing indoors, but the heating unit is kept on the opposing side. Firstly, the inner compartments contains fans at the front with evaporators behind and its filter in the middle that’s operated via the central control panel. Secondly, the condenser along with the compressor is mashed in a box that is kept outward for noise reduction and of course to minimize the space.

Almost equally powerful – as explained above – a 1 ton air conditioner in Pakistan is available according to the home and office requirement of any consumer.",Gree,1 x 0.75 Ton Window Air Conditioner - White 1 x Manual 1 x Remote Control,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SKY-9KBTU
AC Gree - Air Conditioner - 1.0 Ton White GS-12LM09L,www.daraz.pk/products/ac-gree-air-conditioner-10-ton-white-gs-12lm09l-i110104572-s1260806811.html?search=1,https://static-01.daraz.pk/p/02a5969e540de5c8d116506eb1dbf576.jpg_340x340q80.jpg_.webp,"Rs. 58,990",110104572_PK-1260806811,"1.0TON (12000 BTU) – SLVS – GS-12LM9LMEM
SERIES:LOMO
CAPACITY:1.0TON (12000 BTU)
TYPE: NON-INVERTER
GREE Fix Speed Air Condtioners are unique in their category, filled with R410a which makes them energy efficient and enable to operate on a low voltage",Gree,"Inner Unit, Outer Unit, Remote, Batteries, Wall Mounts for Inner, Set of Screws, Installation Pipes, Manual(s), Warranty Card",Yes,Yes,N/A,Yes,"Inverter,Fast Cooling",Single Split System,Wall Mounted,12000,186 sqft,1150,GS-12LM09L
Gree 24CITHI - Inverter AC - 2 Ton - Grey,www.daraz.pk/products/gree-24cithi-inverter-ac-2-ton-grey-i3665692-s13479330.html?search=1,https://static-01.daraz.pk/original/0f3b0b25b7fa953832195260a07f49ea.jpg_340x340q80.jpg_.webp,"Rs. 99,999",GR678HL1NCDJCNAFAMZ-2056891,"Summer Would be Cooler than Ever 
This Inverter Split Air Conditioner will make this summer cooler than ever with it’s instant cooling and amazing efficiency. The amazing is at your service to keep the terrible heat out while providing terrific cooling in. So, what are you waiting for? Go online and order this right now at Daraz.pk and get it delivered to your door step.",Gree,1 x Indoor unit1 x Outdoor unit1 x warranty card1 x remote control,No,No,1 Year Part & 3 Years Compressor,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Gree DC Inverter Ac 1(ton) 12CIT,www.daraz.pk/products/new-gree-dc-inverter-ac-1ton-12cit-i109636918-s1260070281.html?search=1,https://static-01.daraz.pk/p/1a35e0e89366b35a51fe7ffec17b12b0.jpg_340x340q80.jpg_.webp,"Rs. 83,300",109636918_PK-1260070281,"General	Brand	Gree
	Warranty	3 + 1 (3 Years Compressor + 1 Year Parts)
	Return	No
	Exchange	No
	Vendor	Mustafa Electronics
		",Gree,AC,N/A,N/A,N/A,",Timer,Fast Cooling,Silent Mode,Sensor Control","Inverter,Timer,Fast Cooling,Silent Mode,Sensor Control",Single Split System,N/A,N/A,N/A,N/A,12CIT
AC GREE 12CITH13 DC INVERTER 1 Ton Split 50% to 70% Energy Saving,www.daraz.pk/products/ac-gree-12cith13-dc-inverter-1-ton-split-50-to-70-energy-saving-i109800666-s1260298016.html?search=1,https://static-01.daraz.pk/p/f96627f86e14e73a59830243bbfa5b92.jpg_340x340q80.jpg_.webp,"Rs. 79,499",109800666_PK-1260298016,"Manfc Part #
	
Gree 12CITH13 1Ton Inverter AC White


Brand
	
Gree


Inverter
	
Yes


Wi-Fi
	
No


Self Cleaning
	
No


Type
	
Wall Mounted


Ton
	
1.0 Ton


Color Class
	
White


Compressor Warranty
	
No


Warranty
	
1 Year Parts + 3 Years Compressor


Heat & Cool
	
Yes",Gree,"Inner Unit, Outer Unit, Remote, Batteries, Wall Mounts for Inner, Set of Screws, Installation Pipes, Manual(s), Warranty Card",Yes,Yes,N/A,Yes,"Inverter,Auto Cleaning",Multi Split System 3,Energy Saving 60% to 70%,12000,186 sqft,3512,GS-12CITH13
Gree 18CITH12G - Inverter AC - 1.5 Ton - Black & White,www.daraz.pk/products/gree-18cith12g-inverter-ac-15-ton-black-white-i114290909-s1266104227.html?search=1,https://static-01.daraz.pk/p/6ee1ea4102ae7f6bfb4daafea4ef0b35.jpg_340x340q80.jpg_.webp,"Rs. 98,000",114290909_PK-1266104227,"Summer Would Be Cooler Than Ever!

GREE Inverter Split Air Conditioner will make this summer cooler than ever with it’s instant cooling and amazing efficiency. The amazing GS-18CITH is at your service to keep the terrible heat out while providing terrific cooling in.

Loaded With Finesse & Style

A visually appealing addition to the room never goes unnoticed, the GREE GS-18CITH offers a wide range of superb features with a great look that will add on to your rooms. Great look of this GREE AC will speak out loud for your taste. Looks and features can be provided in one with this amazing GREE AC.

Electricity Bill Is No Worry!

The Gree Inverter Split Air Conditioner starts on a low voltage and does not ta", Warranty,1 x Gree 18CITHI - Inverter AC - 1.5 Ton - Black & White,Yes,Yes,1 Year Brand Warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18CITH12G
Gree 1.5 Ton Dc Inverter Air Conditioner R-410A Air Conditioner - GS-18CITH11W - White,www.daraz.pk/products/gree-15-ton-dc-inverter-air-conditioner-r-410a-air-conditioner-gs-18cith11w-white-i102202067-s1247892498.html?search=1,https://static-01.daraz.pk/p/19e3c11b706752905738e216f57e12e7.jpg_340x340q80.jpg_.webp,"Rs. 85,995",102202067_PK-1247892498,"Inverter technology R410A
Energy efficient
Brand Warranty
Noiseless Operation
Easy maintenance
Brand warranty
Elegant Body style",Gree,"Air Conditioner,warranty card,manual",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gree Gs-24Cith2G - Inverter Air Conditioner G10 Inverter - Grey,www.daraz.pk/products/gree-gs-24cith2g-inverter-air-conditioner-g10-inverter-grey-i2864428-s11752131.html?search=1,https://static-01.daraz.pk/p/df62ddff6e6b6fc9231d7982c86dc49d.jpg_340x340q80.jpg_.webp,"Rs. 110,000",GR678HL00TTWANAFAMZ-3394520,"Gree Electric Appliances Inc. of Zhuhai was founded in 1991. It is an international air conditioning enterprise which has integrated R&D, manufacturing, marketing and service. It takes “Master of Core Technology” as the business concept and “To build a centenary enterprise” as the development target. It is leading the industry with its excellent product quality, advanced technologies and unique sales mode. So far, it has developed three brands, namely GREE, TOSOT and KINGHOME, with a wide product range which includes residential air conditioners, central air conditioners, air source water heaters, TOSOT home appliances, Kinghome refrigerators, etc.

Summer Would be Cooler than Ever!

This Inverter Split Air Conditioner will make this summer cooler than ever with it’s instant cooling and amazing efficiency. The amazing is at your service to keep the terrible heat out while providing terrific cooling in.

Electricity Bill is No Worry!

The Inverter Split Air Conditioner starts on a low voltage and does not take the budget out of your range. This Inverter AC has every feature that makes life easier for you. While you provide the best way to prevent heat to your home this summer, it will take care of your pocket.

Specifications

 

 

General Parameters
Ton: 2.0
Fixed or inverter: DC Inverter
Heat Cool Technology
BTU: 24000
Main Parts
Compressor
Refrigerant: R410a
Free Installation Services:

Free Installation is Only available on those items where Installation offer is displayed.
Free Installation is available in Karachi, Lahore & Islamabad Only

After the product has been delivered, you are welcome to contact one of our authorized service engineers to facilitate the installation. You can find details of the installation partners and their coverage areas in the link shared below. Installation TAT is typically 2-5 days depending on the location and the partner.

When booking an installation with one of our partners, you must always provide your order number. If any free installation offer is available, we will need the order number for identification.",Gree,1 x GS-24CITH/2G - Air Conditioner G10 Inverter - Silver & Black 1 x AC Kit 1 x Remote 1 x Manual 1 x Invoice,Yes,Yes,03 Year Compressor Warranty 01 Year Parts Warranty,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gree Split AC GS-18LM - Lomo Series - Low Voltage Startup Series Air Conditioner - White,www.daraz.pk/products/gree-split-ac-gs-18lm-lomo-series-low-voltage-startup-series-air-conditioner-white-i2864389-s1246045043.html?search=1,https://static-01.daraz.pk/p/b702921366471f957be6ad97bc96fd30.jpg_340x340q80.jpg_.webp,"Rs. 67,500",2864389_PK-1246045043,"Gree Split AC - GS-18LM - Lomo Series - Low Voltage Startup Series Air Conditioner - White

Technical

BTU Capacity	

18000 BTU


Compressor W	

5300


Energy Efficiency Ratio ( EER)	

3.2",Gree,1 x Split AC 1 x Warranty Card 1 x Manual 1 x Remote Set,Yes,Yes,03 Year Compressor Warranty & 01 Year Parts Warranty,No,N/A,N/A,N/A,N/A,N/A,N/A,Lomo Series Split Air Conditioner
Gree GS-24CITH G10 Inverter Split Air Conditioner Heat & Cool 2-Ton,www.daraz.pk/products/gree-gs-24cith-g10-inverter-split-air-conditioner-heat-cool-2-ton-i134206625-s1294570374.html?search=1,https://static-01.daraz.pk/p/433c79e3de881c233e579643b1363639.jpg_340x340q80.jpg_.webp,"Rs. 114,999",134206625_PK-1294570374,"CAPACITY: 2 TON (24000 BTU)
Elegant 2 Tone Black/Gray Textured Finish
1st European Compliant Heat and Cool AC
Latest Powerful G-10 Inverter
Ultra Low Frequency Torque Control
State of the Art High Speed DSP Chip
Precise Temperature Control
Faster Cooling And Heating
Wide Frequency Precise Control
Power Factor Correction 99%
Ultra Low Noise Control
Energy Efficient Class A+ (Up to 60% Electricity Saving)
Low Voltage Start up – 150
Eco Friendly Refrigerant R410a
Auto Voltage Adaptation (150-160 V)
Computer Simulation Control
High Reliability
Ultra High Frequency Control
Ceiling Cooling and Floor Heating System
Integrated Design
Dual Installation (Both sides option)
Auto Restart
Fire Proof Electric Box
Self-Diagnosis
SMPS
High Temperature Resistence PCB
Turbo Cooling
3 Sleep Curves
Double Layer Condenser

 
 
 

 

TECHNICAL

BTU Capacity

	

24000 BTU




Compressor W

	

7034




Auto Voltage Adaption

	

150V-260V




Low Voltage Startup

	

150V




Eco Friendly Refrigerant

	

R410A




Energy Efficient Class A+

	

60% Electricity saving




COOLING

BTU/H Capacity (H/S/L*)

	

24000/22000/4800




Output Capacity (W) (H/S/L*)

	

7000/6450/1400




Power Input (W)(H/S/L*)

	

2500/1985/350




Energy Efficiency Ratio (EER)

	

3.5



HEATING

BTU/H Capacity (H/S/L*)

	

280000/24000/4100




Output Capacity (W) (H/S/L*)

	

8200/7000/1400




Power Input (W)(H/S/L*)

	

2700/1930/350




Energy Efficiency Ratio (EER)

	

3.5

 ",Gree,"1 x Inner, 1 x Out Door, 1 x Warranty,",Yes,Yes,-,Yes,N/A,N/A,N/A,N/A,N/A,N/A,GS-24CITH
